20207, 4.88
207, 4.88
225, 48.84
302, 236.87
235, 73.26
211, 14.65
207, 4.88
207, 4.88
222, 41.51
292, 212.45
291, 210.01
291, 210.01
290, 207.57
290, 207.57
290, 207.57
290, 207.57
292, 212.45
289, 205.13
281, 185.59
275, 170.94
270, 158.73
265, 146.52
260, 134.31
256, 124.54
252, 114.77
248, 105.01
246, 100.12
243, 92.80
241, 87.91
239, 83.03
238, 80.59
235, 73.26
233, 68.38
232, 65.93
230, 61.05
214, 21.98
207, 4.88
206, 2.44
229, 58.61
242, 90.35
243, 92.80
244, 95.24
240, 85.47
240, 85.47
240, 85.47
242, 90.35
240, 85.47
238, 80.59
239, 83.03
239, 83.03
239, 83.03
239, 83.03
239, 83.03
240, 85.47
240, 85.47
240, 85.47
240, 85.47
240, 85.47
240, 85.47
259, 131.87
270, 158.73
288, 202.69
293, 214.90
293, 214.90
293, 214.90
293, 214.90
293, 214.90
294, 217.34
293, 214.90
294, 217.34
293, 214.90
293, 214.90
293, 214.90
293, 214.90
292, 212.45
292, 212.45
292, 212.45
292, 212.45
292, 212.45
292, 212.45
292, 212.45
292, 212.45
310, 256.41
317, 273.50
324, 290.60
326, 295.48
326, 295.48
325, 293.04
325, 293.04
325, 293.04
324, 290.60
325, 293.04
324, 290.60
324, 290.60
325, 293.04
326, 295.48
325, 293.04
325, 293.04
325, 293.04
325, 293.04
324, 290.60
324, 290.60
324, 290.60
324, 290.60
325, 293.04
345, 341.88
361, 380.95
362, 383.39
370, 402.93
375, 415.14
377, 420.02
376, 417.58
376, 417.58
375, 415.14
375, 415.14
376, 417.58
375, 415.14
376, 417.58
376, 417.58
377, 420.02
376, 417.58
376, 417.58
376, 417.58
375, 415.14
375, 415.14
375, 415.14
375, 415.14
376, 417.58
376, 417.58
377, 420.02
376, 417.58
376, 417.58
376, 417.58
377, 420.02
376, 417.58
376, 417.58
375, 415.14
375, 415.14
375, 415.14
375, 415.14
376, 417.58
406, 490.84
409, 498.17
410, 500.61
411, 503.05
410, 500.61
410, 500.61
409, 498.17
409, 498.17
409, 498.17
409, 498.17
410, 500.61
410, 500.61
410, 500.61
410, 500.61
410, 500.61
410, 500.61
409, 498.17
409, 498.17
409, 498.17
409, 498.17
409, 498.17
409, 498.17
410, 500.61
410, 500.61
410, 500.61
410, 500.61
410, 500.61
410, 500.61
409, 498.17
409, 498.17
408, 495.73
409, 498.17
408, 495.73
408, 495.73
409, 498.17
432, 554.33
444, 583.64
460, 622.71
461, 625.15
461, 625.15
460, 622.71
460, 622.71
459, 620.27
459, 620.27
459, 620.27
459, 620.27
459, 620.27
460, 622.71
460, 622.71
460, 622.71
460, 622.71
459, 620.27
459, 620.27
458, 617.83
459, 620.27
458, 617.83
458, 617.83
459, 620.27
460, 622.71
460, 622.71
460, 622.71
460, 622.71
459, 620.27
458, 617.83
458, 617.83
458, 617.83
458, 617.83
479, 669.11
485, 683.76
492, 700.85
493, 703.30
493, 703.30
493, 703.30
493, 703.30
492, 700.85
492, 700.85
491, 698.41
491, 698.41
491, 698.41
491, 698.41
492, 700.85
492, 700.85
493, 703.30
493, 703.30
492, 700.85
492, 700.85
492, 700.85
490, 695.97
491, 698.41
491, 698.41
491, 698.41
490, 695.97
492, 700.85
492, 700.85
492, 700.85
492, 700.85
506, 735.04
513, 752.14
531, 796.09
541, 820.51
542, 822.95
543, 825.40
543, 825.40
543, 825.40
542, 822.95
543, 825.40
544, 827.84
545, 830.28
544, 827.84
544, 827.84
544, 827.84
544, 827.84
543, 825.40
542, 822.95
543, 825.40
542, 822.95
542, 822.95
542, 822.95
543, 825.40
543, 825.40
543, 825.40
543, 825.40
543, 825.40
543, 825.40
559, 864.47
564, 876.68
575, 903.54
575, 903.54
575, 903.54
575, 903.54
575, 903.54
576, 905.98
576, 905.98
576, 905.98
577, 908.42
577, 908.42
577, 908.42
577, 908.42
576, 905.98
575, 903.54
575, 903.54
575, 903.54
575, 903.54
575, 903.54
576, 905.98
585, 927.96
588, 935.29
595, 952.38
595, 952.38
595, 952.38
595, 952.38
593, 947.50
593, 947.50
593, 947.50
593, 947.50
593, 947.50
593, 947.50
593, 947.50
594, 949.94
594, 949.94
594, 949.94
594, 949.94
595, 952.38
592, 945.05
592, 945.05
606, 979.24
606, 979.24
609, 986.57
610, 989.01
611, 991.45
612, 993.89
611, 991.45
610, 989.01
611, 991.45
611, 991.45
609, 986.57
609, 986.57
609, 986.57
609, 986.57
610, 989.01
610, 989.01
611, 991.45
610, 989.01
611, 991.45
610, 989.01
609, 986.57
609, 986.57
608, 984.13
609, 986.57
609, 986.57
616, 1003.66
629, 1035.41
629, 1035.41
629, 1035.41
629, 1035.41
628, 1032.97
627, 1030.52
626, 1028.08
627, 1030.52
627, 1030.52
628, 1032.97
627, 1030.52
628, 1032.97
628, 1032.97
628, 1032.97
629, 1035.41
627, 1030.52
621, 1015.87
602, 969.47
586, 930.40
571, 893.77
548, 837.61
550, 842.49
548, 837.61
545, 830.28
545, 830.28
553, 849.82
544, 827.84
542, 822.95
542, 822.95
542, 822.95
542, 822.95
542, 822.95
542, 822.95
542, 822.95
543, 825.40
543, 825.40
543, 825.40
543, 825.40
543, 825.40
542, 822.95
542, 822.95
541, 820.51
532, 798.53
506, 735.04
489, 693.53
470, 647.13
471, 649.57
469, 644.69
468, 642.25
468, 642.25
470, 647.13
472, 652.01
461, 625.15
459, 620.27
458, 617.83
458, 617.83
458, 617.83
458, 617.83
459, 620.27
459, 620.27
460, 622.71
459, 620.27
459, 620.27
459, 620.27
458, 617.83
455, 610.50
426, 539.68
405, 488.40
387, 444.44
386, 442.00
382, 432.23
381, 429.79
381, 429.79
384, 437.12
380, 427.35
374, 412.70
374, 412.70
374, 412.70
375, 415.14
374, 412.70
375, 415.14
375, 415.14
375, 415.14
375, 415.14
376, 417.58
375, 415.14
375, 415.14
374, 412.70
355, 366.30
340, 329.67
328, 300.37
318, 275.95
309, 253.97
300, 231.99
292, 212.45
300, 231.99
297, 224.66
296, 222.22
295, 219.78
297, 224.66
298, 227.11
290, 207.57
293, 214.90
292, 212.45
292, 212.45
292, 212.45
292, 212.45
292, 212.45
292, 212.45
292, 212.45
292, 212.45
292, 212.45
292, 212.45
292, 212.45
292, 212.45
292, 212.45
292, 212.45
292, 212.45
292, 212.45
291, 210.01
292, 212.45
292, 212.45
292, 212.45
292, 212.45
293, 214.90
293, 214.90
295, 219.78
298, 227.11
302, 236.87
303, 239.32
225, 48.84
207, 4.88
206, 2.44
208, 7.33
207, 4.88
207, 4.88
